gene_name,17DPi_FPKM,18DPi_FPKM,AC_FPKM,D22_FPKM,NEW_FPKM,gene_id
BC005624,17.16024475,20.01885855,16.79620892,19.00672085,14.85540527,ENSMUSG00000026851
Eogt,3.630545499,4.199211538,2.960834745,4.806009713,1.832352296,ENSMUSG00000035245
Pcyt1b,9.281004534,9.274663577,15.65877647,8.765216121,26.79622621,ENSMUSG00000035246
Hectd1,25.1866363,27.39922358,25.76927267,26.18134132,27.41622454,ENSMUSG00000035247
Vmn2r-ps129,0,0,0,0,0,ENSMUSG00000094752
Ccbe1,0.289719988,0.721871996,2.275051125,0.793381665,0.983521399,ENSMUSG00000046318
Zfp62,1.146871926,0.380024949,1.723836918,1.105053205,0.523377819,ENSMUSG00000046311
AI464131,11.71985401,6.132165516,2.086533522,12.09972617,3.864898866,ENSMUSG00000046312
Stxbp6,10.80476591,12.44001613,28.56995628,14.71180158,10.72775856,ENSMUSG00000046314
Aqp6,0,0,0,0,0,ENSMUSG00000043144
BC107364,0,0,0,0,0,ENSMUSG00000046317
Cox7b2,0.304829656,0,0,0,0,ENSMUSG00000049387
N4bp3,0.219115662,1.75500097,3.923433488,0.99801372,3.190039287,ENSMUSG00000001053
Olfr229,0,0,0,0,0,ENSMUSG00000095390
Henmt1,0.027480077,0,0,0.028888861,0.055825358,ENSMUSG00000045662
Mfsd5,33.44940128,27.7327494,27.73800273,27.71023097,14.6727065,ENSMUSG00000045665
Cdc42ep2,1.476699324,1.815847585,1.64504486,0.388073308,9.589243626,ENSMUSG00000045664
Smtnl2,0.05380379,0.130254789,0.195792815,0.070695579,2.186090391,ENSMUSG00000045667
Gm38339,0,0,0,0,0,ENSMUSG00000102518
Ighv12-2,0,0,0,0,0,ENSMUSG00000102515
Tril,4.105526998,3.802014552,0.884217521,3.267408463,4.34893701,ENSMUSG00000043496
Ccdc57,2.387340686,3.339217808,1.756617924,2.354983489,2.294383741,ENSMUSG00000048445
Gm38086,0,0,0,0,0,ENSMUSG00000102511
Olfr1398-ps1,0,0,0,0,0,ENSMUSG00000102510
Cyp4f16,3.969892873,3.280895102,1.779652183,3.190138492,0.964274638,ENSMUSG00000048440
Ighv1-29,0,0,0,0,0,ENSMUSG00000102512
Arfrp1,2.140269332,1.930751501,1.729397666,1.898772428,2.398052192,ENSMUSG00000038671
Golga3,5.10776988,6.071263547,6.433669331,5.819885193,5.941879535,ENSMUSG00000029502
P2rx2,0,0.025485636,0.073880993,0,0.060141444,ENSMUSG00000029503
Pgam5,9.160546191,8.941093272,4.071379841,5.81089603,11.91456814,ENSMUSG00000029500
Ankle2,4.15030112,5.087511311,5.588950491,5.317485624,4.075865369,ENSMUSG00000029501
Pus1,4.51448131,3.880543656,3.826488773,5.209528513,3.538890214,ENSMUSG00000029507
Ddx51,2.857013215,2.229616506,3.161736656,2.242655812,3.288140286,ENSMUSG00000029504
Ep400,5.176379366,5.118569968,4.564530825,5.105441794,9.457801845,ENSMUSG00000029505
Rbm45,22.70400466,21.93178672,15.20599097,19.77126409,20.78924758,ENSMUSG00000042369
Snx18,15.86504969,24.32014108,28.57703188,21.36120642,9.647458587,ENSMUSG00000042364
Gjb3,0,0.129092389,0,0,0,ENSMUSG00000042367
4930433N12Rik,0,0,0,0,0,ENSMUSG00000042360
Lgalsl,8.332785664,10.69037582,12.15359627,11.6726155,24.98514805,ENSMUSG00000042363
Atp8b5,0.119656463,0.214578191,0.082936216,0.262038012,0,ENSMUSG00000028457
Unc13b,2.470034942,2.317007524,2.869468183,2.146426328,2.658407679,ENSMUSG00000028456
Stoml2,7.365091584,6.863054646,8.204618146,6.48364581,7.841835797,ENSMUSG00000028455
Pigo,2.396056367,2.325256374,2.845382559,2.753145443,3.042272731,ENSMUSG00000028454
Fancg,1.524818109,1.794409565,2.340928579,1.590262938,1.669846177,ENSMUSG00000028453
Vcp,69.06649081,65.78552938,67.80469049,73.33283446,65.68474992,ENSMUSG00000028452
1700022I11Rik,0,0,0,0,0,ENSMUSG00000028451
Cd72,0.183587396,0,2.88860178,0.025732444,0.024869602,ENSMUSG00000028459
Tesk1,5.01253254,4.42922486,8.265512114,4.946967829,13.92676933,ENSMUSG00000028458
Pram1,0,0.05519394,0.106659328,0.026948614,0,ENSMUSG00000032739
Snx33,10.92350726,11.93836412,50.76798706,10.79383084,1.225060905,ENSMUSG00000032733
Ablim3,0.098108845,0.475027759,0.255017871,0.309381255,23.02058506,ENSMUSG00000032735
Inppl1,22.61982376,13.57884717,21.81362669,15.94163655,4.612781356,ENSMUSG00000032737
Cox7a1,10.58547568,6.973088265,11.23059472,9.310206778,0,ENSMUSG00000074218
Gm10644,0.196738781,0.332628348,0.29220418,0.265856399,0.314015335,ENSMUSG00000074219
Pot1b,1.393367731,2.418020263,2.78061117,2.574881736,4.816653456,ENSMUSG00000024174
Gm10643,1.396169114,1.50220641,5.028935701,1.100678414,0.557143252,ENSMUSG00000074215
Sox8,0.920784854,2.179568536,6.382437145,1.806682132,6.21453957,ENSMUSG00000024176
Nme4,2.682655741,6.313911269,8.672738192,6.60896933,3.619065707,ENSMUSG00000024177
Telo2,1.076343061,1.347024021,1.319359202,1.137334611,1.662971783,ENSMUSG00000024170
Sdhaf1,4.768653524,3.975510393,3.940179736,3.883836526,5.324963914,ENSMUSG00000074211
Dnajb14,6.696537763,5.736982977,5.732717441,6.681606963,3.424679627,ENSMUSG00000074212
Gm10642,0.830321429,0.21021692,0.710934656,0.462028698,0.049596687,ENSMUSG00000074213
Ccny,28.560889,25.759014,37.99952836,26.23515682,31.91397587,ENSMUSG00000024286
Thoc1,8.975242874,9.964054107,5.026421202,8.533636048,11.58231665,ENSMUSG00000024287
Olfr1191-ps1,0,0,0,0,0,ENSMUSG00000081948
Wac,5.486744946,5.846131675,6.356305058,4.281960274,9.050432899,ENSMUSG00000024283
Gm15121,0,0,0,0,0,ENSMUSG00000081945
Xlr3e-ps,0,0,0,0,0,ENSMUSG00000081940
Cdc25c,0,0.217939339,0.25274075,0.085178233,8.271402402,ENSMUSG00000044201
Olfr983,0,0,0,0,0,ENSMUSG00000044205
Vsig4,0,0,0,0,0,ENSMUSG00000044206
1700023C21Rik,0,0,0,0,0,ENSMUSG00000087393
Gm7598,0,0,1.544587776,0.079396542,0.179035025,ENSMUSG00000087390
Rapgef3os2,0.598342511,0.919609254,0.444340921,0.898448592,0,ENSMUSG00000087397
4933407K13Rik,0.211757749,0.376421967,0.22016344,0.270973792,0.495653109,ENSMUSG00000087396
Gm12705,0,0,0.468800055,0,0,ENSMUSG00000087395
Gm12945,0,0,0,0,0,ENSMUSG00000087394
Gm11899,0,0,0.438949665,0,0,ENSMUSG00000087399
Gm12343,0,0,0,0,0,ENSMUSG00000087398
E030026E10Rik,0,0,0,0,0,ENSMUSG00000104851
Gm15046,0,0,0,0,0,ENSMUSG00000086441
Gm11722,0,0,0.306277705,0,0,ENSMUSG00000086442
Vmn1r-ps108,0,0,0,0,0,ENSMUSG00000081495
Gm15961,0,0,0,0.310618235,0,ENSMUSG00000086444
Gm13191,0,0,0,0,0,ENSMUSG00000086445
Prkag2os1,0,0,0,0,0,ENSMUSG00000086446
Gm13522,0,0.185870364,0,0,0,ENSMUSG00000086447
9330162012Rik,0.34849257,0.374944054,0.213135374,0.430955529,0.229044554,ENSMUSG00000086448
9030204H09Rik,0,0,0,0,0,ENSMUSG00000086449
Olfr407-ps1,0,0,0,0,0,ENSMUSG00000081498
Tnfsf14,0.211515133,0.455105171,0,0.177870845,0,ENSMUSG00000005824
Necab3,0.086530112,0.27930265,0.247417728,0.454785532,0.769087185,ENSMUSG00000027489
Snta1,12.75807874,10.99420558,15.59848796,14.21751144,4.079705573,ENSMUSG00000027488
Bpifb1,0,0,0,0,0.171149456,ENSMUSG00000027485
Bpifa5,0,0,0,0,0,ENSMUSG00000027484
Cdk5rap1,1.450449484,1.281923091,2.298017047,1.869477469,0.964662833,ENSMUSG00000027487
Bpifb2,0,0,0,0,0,ENSMUSG00000027481
Sun5,0,0,0,0,0,ENSMUSG00000027480
Bpifa1,0,0,0,0,0.189494973,ENSMUSG00000027483
Bpifa3,0,0,0,0,0,ENSMUSG00000027482
Gm26911,0,0,0.028503363,0,0.083526615,ENSMUSG00000097834
Dpf2,8.207557906,8.597645873,7.294378443,8.399437331,8.346049253,ENSMUSG00000024826
Gldc,15.41708079,45.75162293,86.13662958,32.49878991,13.10673746,ENSMUSG00000024827
Rad9a,7.648319463,8.022343366,7.272787688,6.867825939,5.543569471,ENSMUSG00000024824
Mrpl21,6.613702054,7.199972987,8.31127546,9.114081602,10.20912058,ENSMUSG00000024829
Zfp426,1.084933859,2.099975494,1.558309634,1.046356136,2.005241408,ENSMUSG00000059475
Mbtd1,1.352443796,1.619289487,0.733090041,1.421595097,5.871949434,ENSMUSG00000059474
Olfr979,0,0,0,0,0,ENSMUSG00000059473
Gm14209,0,0,0,0,0,ENSMUSG00000085908
B3gnt8,0.016070762,0.025934563,0.058486199,0.01689464,0,ENSMUSG00000059479
Orai3,11.38599499,11.27188355,11.80565697,11.93519667,2.580691217,ENSMUSG00000043964
Thrap3,10.97478787,11.45270276,13.11750898,11.72042556,13.58594653,ENSMUSG00000043962
Emx2,13.31910304,5.728759872,5.951558462,9.193348298,4.758682361,ENSMUSG00000043969
Rab33b,8.806123378,7.088565084,13.81866981,6.873729234,7.25528429,ENSMUSG00000027739
Gm26904,0,0,0,0,0,ENSMUSG00000097560
C920021L13Rik,0.115445282,0.223567087,0.120021623,0.412563126,0.070357563,ENSMUSG00000080727
Gm6121,0,0,0,0,0,ENSMUSG00000080725
Defa-ps7,0,0,0,0,0,ENSMUSG00000080722
Gm8084,0,0,0,0,0,ENSMUSG00000080729
Hoxa4,0,0,0.102604953,0,0,ENSMUSG00000000942
Pvalb,6.665603653,3.410328483,0.387691168,4.850585946,0,ENSMUSG00000005716
Tfap4,0.148858001,0.640659903,0.812565423,0.704124211,5.481202554,ENSMUSG00000005718
Gm38393,3.922174176,6.80217535,6.644519091,7.683246315,13.84638536,ENSMUSG00000000948
Kat8,5.275043488,5.750946545,6.989185621,4.514314166,6.235379337,ENSMUSG00000030801
Prss8,0.031205742,0.033546615,0,0,0,ENSMUSG00000030800
Bckdk,4.959904522,4.77695216,10.48531235,5.053499921,4.587084578,ENSMUSG00000030802
Stx4a,16.17100479,15.37096772,6.520208831,14.18338168,1.932447972,ENSMUSG00000030805
Gm21974,0,0,0,0.081163942,0,ENSMUSG00000030804
Stx1b,6.235616749,8.006572224,14.20390331,7.788617301,46.40001985,ENSMUSG00000030806
Zbtb38,0.910784678,1.505945886,1.542295032,1.013666721,1.163221109,ENSMUSG00000040433
Ltb4r2,0.437160467,0.82313395,0.568163513,0.344621822,0,ENSMUSG00000040432
Olfr408-ps1,0,0,0,0,0,ENSMUSG00000082378
Pitpnc1,15.15453697,16.26863776,16.76048183,16.95633705,21.6591083,ENSMUSG00000040430
Ppp1r15a,11.68655518,21.10960491,8.869175899,11.68633146,5.169958169,ENSMUSG00000040435
Gyltl1b,0.016045848,0.017260313,0.061164543,0.011243944,0.01629746,ENSMUSG00000040434
4930503E14Rik,0,0,0,0,0,ENSMUSG00000072595
Gm14442,0,0,0,0,0,ENSMUSG00000082376
Gm14415,0,0,0.051822654,0.052360235,0,ENSMUSG00000082377
Atxn1,2.362866666,2.448384191,2.631740957,2.588536555,2.678734434,ENSMUSG00000046876
Mbtps2,1.797350136,2.26075775,2.356010746,3.042291308,4.760347301,ENSMUSG00000046873
Zbtb5,1.611219194,1.155710286,2.186104179,1.507425409,3.67946187,ENSMUSG00000049657
Irgm1,16.35367146,16.51822881,4.835691824,13.96463714,0.043741583,ENSMUSG00000046879
Nefh,0,0,0.020474749,0,0.899927466,ENSMUSG00000020396
Bdp1,3.217977434,3.12051001,3.644150121,3.484851552,4.903019484,ENSMUSG00000049658
Ang6,0,0,0,0,0,ENSMUSG00000072598
Tor1aip1,6.501588134,6.434139559,5.619856605,5.021165555,1.709705467,ENSMUSG00000026466
Atp2b4,12.28356497,18.26900158,36.31855601,19.88650493,5.789346292,ENSMUSG00000026463
Lhx4,0,0,0,0,0.040534144,ENSMUSG00000026468
Xpr1,12.57660727,10.67847768,14.71801537,11.22709873,33.60520963,ENSMUSG00000026469
Rpl11,0.622998125,0.949590396,0.449816954,0.763983212,0.984377435,ENSMUSG00000059291
Havcr2,0.205980363,0.017040301,0.164736509,0.016648086,0.032195687,ENSMUSG00000020399
B230206H07Rik,0,0,0,0,0,ENSMUSG00000086844
Tbx3os2,0,0,0,0,0,ENSMUSG00000086847
Gm14250,0,0,0,0,0,ENSMUSG00000086840
Bace1,7.71811172,6.048014066,5.999176148,9.101060579,9.289480629,ENSMUSG00000032086
Gatsl2,11.61824043,10.50705109,14.52779985,10.68068973,15.35933945,ENSMUSG00000015944
Fcgr1,0.0269509,0,0.140045785,0,0,ENSMUSG00000015947
Bola1,3.839631664,3.800701663,1.22422913,4.681716723,7.072235209,ENSMUSG00000015943
Gtf2ird2,1.021892486,1.422866817,1.145809689,1.274227908,1.52646274,ENSMUSG00000015942
Gm26910,1.126565029,0.969650276,1.405644111,0.710473929,1.945402042,ENSMUSG00000097835
Olfr898,0,0,0,0,0,ENSMUSG00000094588
A930001A20Rik,0.230261315,0,0.179532469,0,0,ENSMUSG00000098008
Gm7736,0,0,0,0,0,ENSMUSG00000094582
Brd3,3.01598096,4.657933788,4.873528072,4.253342111,16.67055668,ENSMUSG00000026918
Gm27048,0,0,0,0,0,ENSMUSG00000098001
Vmn1r41,0,0,0,0,0,ENSMUSG00000094586
Ms4a18,0,0,0,0,0,ENSMUSG00000094584
Gm27027,0,0,0,0.151050184,0.292115526,ENSMUSG00000098004
Gm13734,0,0,0,0,0,ENSMUSG00000089720
Gm11711,0,0,0,0,0,ENSMUSG00000089722
Gm16117,0,0,0,0,0,ENSMUSG00000089723
Krtap4-8,0,0,0,0,0,ENSMUSG00000089724
Mir17hg,0.355811036,0.406754918,0.069355586,0.070123134,1.648986378,ENSMUSG00000089726
Klra8,0,0,0,0,0,ENSMUSG00000089727
Clec2f,0,0,0.079317311,0,0,ENSMUSG00000089728
Gm16552,0,0,0,0,0,ENSMUSG00000089729
BC022960,0.47659067,1.398459575,1.576614619,0.546503391,2.068373273,ENSMUSG00000081137
Rhox11-ps2,0,0,0,0,0,ENSMUSG00000081133
Gm14718,0,0,0,0,0,ENSMUSG00000085808
Iglj1,0,0,0,0,0,ENSMUSG00000106668
Igkv3-6,0,0,0,0,0,ENSMUSG00000106667
Gm12973,0,0,0,0,0,ENSMUSG00000085804
Gm43389,0.151524714,0.260815373,0.535619745,0.509627556,0.554042887,ENSMUSG00000106665
Svs3b,0,0,0,0,0,ENSMUSG00000050383
Tmc7,6.213865587,5.868135767,2.230028796,6.673297275,2.36536427,ENSMUSG00000042246
Gm43034,0.922395766,1.860853467,0.239748901,0.787777203,0.117146036,ENSMUSG00000106662
Gm12056,0,0,0,0,0,ENSMUSG00000085803
Gm16059,0,0,0,0,0,ENSMUSG00000085802
Nr2f6,5.896390682,4.605271728,5.382332402,4.592012612,2.385467025,ENSMUSG00000002393
Use1,5.955922259,5.928343616,5.175379606,5.776561189,5.172987579,ENSMUSG00000002395
Ocel1,0.896151868,0.558699849,0.426686583,0.440172699,0.969828892,ENSMUSG00000002396
Gm15725,0.216457022,0.232840033,0.300016055,0.303359543,0.219851247,ENSMUSG00000083405
Gm13019,0,0,0,0,0,ENSMUSG00000083404
Gm13041,0,0,0,0,0,ENSMUSG00000083403
Gm13506,0,0,0,0,0,ENSMUSG00000083401
Nudt22,8.591757374,5.411194976,8.061521801,6.938508463,3.991074633,ENSMUSG00000037349
Rhox5,0,0,0,0,0.406245362,ENSMUSG00000095180
Ube2e2,5.135423663,4.737700395,4.81329967,4.560576851,6.441133291,ENSMUSG00000058317
Vmn1r-ps75,0,0,0,0,0,ENSMUSG00000095185
Olfr1381,0,0,0,0,0,ENSMUSG00000095187
Gm10718,0,0,0,0,0,ENSMUSG00000095186
Olfr1472,0,0,0,0,0,ENSMUSG00000095189
Rps18,11.2961177,8.389053131,7.533296362,11.85370944,9.175429252,ENSMUSG00000008668
Gsdma3,0,0,0,0,0,ENSMUSG00000064224
Paqr9,0.093981402,0.182017329,0.889214988,0.128424538,6.644273293,ENSMUSG00000064225
Hist2h2aa1,67.76602922,46.20157391,0,42.87957812,0,ENSMUSG00000064220
Pam16,1.709470793,1.912830337,3.554727371,2.15627662,2.361474252,ENSMUSG00000014301
Glis2,1.319638763,1.681659847,5.274143458,2.488934403,0.789047854,ENSMUSG00000014303
Gm42475,0,0,0,0,0,ENSMUSG00000107139
Gm42528,0.069028132,0.099019673,1.62657866,0.09674134,1.682552711,ENSMUSG00000107134
Brms1,18.57157989,25.29349341,10.57123502,20.63314715,15.04363085,ENSMUSG00000080268
Gm43264,0,0,0,0,0,ENSMUSG00000107130
Gm43763,0,0,0,0,0,ENSMUSG00000107131
Gm15997,0,0,0,0,0,ENSMUSG00000107132
Gm42787,0,0,0,0,0,ENSMUSG00000107133
Olfr497,0,0,0,0,0,ENSMUSG00000095239
Scgb1b19,0,0,0,0,0,ENSMUSG00000095232
Gm14297,0,0,0,0,0,ENSMUSG00000095231
Olfr38,0,0,0,0,0,ENSMUSG00000095236
Gm21586,0,0,0,0,0,ENSMUSG00000095234
Vmn1r-ps54,0,0,0,0,0,ENSMUSG00000092631
Gm6370,0,0,0,0,0,ENSMUSG00000096527
Gm2663,0,0,0,0,0,ENSMUSG00000096525
Gm3376,0,0,0,0,0,ENSMUSG00000096520
Pipox,15.1371185,19.51606005,7.425308936,17.67900208,1.971241535,ENSMUSG00000017453
Gm3993,0,0,0,0,0,ENSMUSG00000096529
Gm9938,14.10602226,8.672679255,4.655964096,11.95595177,4.41220549,ENSMUSG00000054178
Cisd1,30.90284311,32.54702913,40.95491649,45.52191001,60.12688926,ENSMUSG00000037710
Fermt2,35.11035844,33.50661841,67.26017504,32.21271577,15.63896677,ENSMUSG00000037712
Ccdc33,0.02209758,0.380417135,0.17231712,0.150980484,0.089781797,ENSMUSG00000037716
Gm20471,0,0,0,0,0,ENSMUSG00000092188
Gm3644,0,0,0,0,0,ENSMUSG00000092189
Gm20407,0,0,0,0,0,ENSMUSG00000092182
4930515G01Rik,1.513409572,0.746346526,0.131156611,0.596524622,0.576445642,ENSMUSG00000092183
Ubb,208.8167713,280.4522092,131.2798811,222.538451,259.2158042,ENSMUSG00000019505
Gm20416,0,0,0,0,0,ENSMUSG00000092185
Gm20457,2.882538727,1.736788496,4.315735602,2.423966874,0.936916494,ENSMUSG00000092187
Gm20893,0,0,0,0,0,ENSMUSG00000101473
Gm28517,0,0,0,0,0,ENSMUSG00000101472
Gm29276,0,0,0,0,0,ENSMUSG00000101471
Gm21129,0,0,0,0,0,ENSMUSG00000101470
Gm29570,0,0,0,0.121328121,0,ENSMUSG00000101476
Gm21316,0,0,0,0,0,ENSMUSG00000101475
Gm29656,0,0,0,0,0,ENSMUSG00000101474
Atxn7l1os1,0,0,0,0,0,ENSMUSG00000079143
Gm20859,0,0,0,0,0,ENSMUSG00000101478
Gm15353,0,0,0,0,0,ENSMUSG00000079146
A130010J15Rik,0.580278289,0.384214108,0.371283942,0.680332723,0.468514751,ENSMUSG00000079144
4833412C05Rik,0,0,0,0,0,ENSMUSG00000097697
Hnrnpl,9.995914202,11.29613534,9.914199615,11.99630853,21.09117305,ENSMUSG00000015165
G730013B05Rik,0,0,0,0,0,ENSMUSG00000097694
4930471M09Rik,0,0.109106783,0.052724789,0,0.051511023,ENSMUSG00000097693
A230060F14Rik,0,0,0.067167267,0.033932012,0.032792881,ENSMUSG00000097692
9030616G12Rik,0,0,0,0,0,ENSMUSG00000097691
4930505N22Rik,0.083248334,0,0,0,0,ENSMUSG00000097690
5430400D12Rik,0.093058271,0.450573667,0.290277985,0.097828965,0.047248915,ENSMUSG00000097699
Gm26906,0,0,0,0,0,ENSMUSG00000097698
Tom1l2,10.34040744,10.84127165,16.63242448,10.31354792,7.44200311,ENSMUSG00000000538
Lgsn,0,0,0,0,0,ENSMUSG00000050217
Olfr70,0,0,0,0,0,ENSMUSG00000050215
Acvr1b,14.3086904,15.62530005,17.80430949,15.77078031,40.97796113,ENSMUSG00000000532
Snip1,7.026221681,6.849245564,5.54763124,7.607590431,7.727195385,ENSMUSG00000050213
Acvrl1,0.075488869,0,0.235459567,0.013219912,0,ENSMUSG00000000530
Pla2g4e,0,0,0,0.020228918,0.879567656,ENSMUSG00000050211
Gm20554,0,0.100679781,0,0,0,ENSMUSG00000093587
Obox3-ps2,0,0,0,0,0,ENSMUSG00000093584
Vmn2r-ps115,0,0,0,0,0,ENSMUSG00000093582
Vmn1r-ps23,0,0,0,0,0,ENSMUSG00000093588
Gm43196,0.186001245,1.000560015,0.580123436,0.430083801,0,ENSMUSG00000107017
Gm28141,0,0,0,0,0,ENSMUSG00000100047
1700126H18Rik,0,0,0,0,0,ENSMUSG00000107014
Fam228b,0.544935821,1.260610834,2.011395431,1.202889715,0.691915341,ENSMUSG00000050545
Nthl1,6.188904284,5.562131829,14.45919885,7.11761823,4.511435423,ENSMUSG00000041429
Gm42906,0,0,0,0,0,ENSMUSG00000107011
Paqr6,0.552251278,0.645857671,1.248224878,0.908588982,0.146343731,ENSMUSG00000041423
Meis3,4.196494188,4.660805961,3.252843917,3.63636688,5.362645801,ENSMUSG00000041420
Hibch,4.725415155,5.341811758,6.190099577,5.787567501,2.833399361,ENSMUSG00000041426
Fam47c,0,0,0,0,0,ENSMUSG00000078315
Olfr1372-ps1,0.086458756,0.209309922,6.449938785,0.272650812,0.131741539,ENSMUSG00000108218
RP24-266P6.3,0,0,0.036819517,0,0,ENSMUSG00000108219
Gm14762,0,0.026420186,0.025547063,0,0,ENSMUSG00000078314
RP23-434H14.8,0,0,0,0,0,ENSMUSG00000108214
RP24-467O4.3,0,0,0,0,0,ENSMUSG00000108216
RP23-261F17.2,0,0,0,0,0,ENSMUSG00000108217
Gpi1,54.33682057,45.60367326,39.76283095,63.68099914,19.56714517,ENSMUSG00000036427
RP24-419M4.2,0,0,0.054444838,0,0,ENSMUSG00000108211
RP24-419M4.4,0,0,0,0,0,ENSMUSG00000108213
Gm28603,0,0,0,0,0,ENSMUSG00000100048
Kcnn4,0.043390393,0.070033641,0.191741376,0.125423804,0,ENSMUSG00000054342
AC168977.2,0,0,0,0,0,ENSMUSG00000094915
Trav9d-2,0,0,0,0,0,ENSMUSG00000094914
Gm21921,0,0,0,0,0,ENSMUSG00000094911
D430019H16Rik,0.61157556,1.98868491,3.038059789,0.95713299,86.27986299,ENSMUSG00000094910
Gm9507,0,0,0,0,0,ENSMUSG00000094913
Slc7a4,0.435098032,0.684201174,1.200548726,0.598062985,1.47883988,ENSMUSG00000022756
Tfg,29.00342426,37.27626532,21.37926238,29.2817673,22.74450771,ENSMUSG00000022757
Tmem45a,0.293085018,0.242557487,1.828335194,0.379152381,0.091596481,ENSMUSG00000022754
Adgrg7,0,0,0,0,0,ENSMUSG00000022755
Tomm70a,28.43197474,28.82181491,19.17377264,33.97697234,83.89142497,ENSMUSG00000022752
Tmem30c,0,0.054969815,0.035423932,0,0,ENSMUSG00000022753
Klhl22,4.308546465,5.8948071,8.572252506,6.578947198,7.02390816,ENSMUSG00000022750
Nit2,15.29706597,17.31792084,15.9685699,18.98511103,14.97642706,ENSMUSG00000022751
P2rx6,2.743822103,3.4889382,2.496216102,3.932890315,0.12668062,ENSMUSG00000022758
Lrrc74b,0.109214221,0.548374886,3.293076067,0.248733358,0,ENSMUSG00000022759
4732440D04Rik,0.024113535,1.128613424,1.103161676,1.140612126,0.391903413,ENSMUSG00000090031
BC037156,0,0,0,0,0,ENSMUSG00000105888
Fbxl13,0,0.113942069,0.123873931,0.139153654,0.053785947,ENSMUSG00000048520
Trav5d-3,0,0,0,0,0,ENSMUSG00000105887
Sult1c2-ps2,0,0,0,0,0,ENSMUSG00000105885
Gm42905,0,0,0,0,0,ENSMUSG00000105882
Olfr1326-ps1,0,0,0,0,0,ENSMUSG00000043715
Gm43678,0,0,0,0,0,ENSMUSG00000105880
4932422M17Rik,0.446968178,0,0.030987551,0.093958091,0.181612625,ENSMUSG00000105881
Rnf185,11.4656589,10.09333398,12.02189763,10.21736201,12.18799093,ENSMUSG00000020448
Abat,41.08827594,26.83793521,35.50209138,41.35829961,10.7406095,ENSMUSG00000057880
Fam43a,3.350004063,8.364360305,25.71089026,5.37600258,1.506573138,ENSMUSG00000046546
Cbx3-ps6,52.42359637,64.98772546,63.39289055,63.48953474,198.6731729,ENSMUSG00000057886
Arf5,20.2940659,16.29748248,22.04851886,19.20883245,47.11730633,ENSMUSG00000020440
Gm38343,0,0,0,0,0,ENSMUSG00000102450
Guk1,16.15926133,16.13963061,17.28955674,19.05931342,19.78569585,ENSMUSG00000020444
Npc1l1,0.0176113,0.132582242,0.018306726,0.092519891,0,ENSMUSG00000020447
Gm38345,0,0,0,0,0,ENSMUSG00000102353
Gm38346,0,0,0,0,0,ENSMUSG00000102352
Gm37434,0,0,0,0,0,ENSMUSG00000102350
Gm38348,0,0,0,0,0,ENSMUSG00000102357
1700047N06Rik,0,0,0,0,0,ENSMUSG00000102356
Gm38349,0,0,0,0,0,ENSMUSG00000102355
Gm38350,0,0,0,0,0,ENSMUSG00000102354
CAAA01093181.1,0,0,0,0,0,ENSMUSG00000107956
Atp7b,1.068828661,1.686662768,5.291849701,1.851071492,0.692767116,ENSMUSG00000006567
Gm38351,0,0.067205965,0,0,0,ENSMUSG00000102359
Gm21412,0,0,0,0,0,ENSMUSG00000102358
Vmn1r-ps15,0,0,0,0,0,ENSMUSG00000093666
Ndc1,3.40348255,3.631750364,4.540005781,3.921497196,7.085180736,ENSMUSG00000028614
Lrrc42,9.128521379,10.54567689,20.77789695,10.25539656,7.472570384,ENSMUSG00000028617
Dmrtb1,0.024303267,0.104556454,0,0.204276105,2.072731152,ENSMUSG00000028610
Lrp8,7.322644714,4.439201814,2.213897732,5.150747234,7.623409577,ENSMUSG00000028613
Lrp8os1,0,0,0,0,0,ENSMUSG00000028612
Tceanc2,3.578172725,3.041775668,3.667663478,2.811972621,5.93186801,ENSMUSG00000028619
Tmem59,30.30947902,33.40501967,60.74383416,32.82407759,22.61495172,ENSMUSG00000028618
Mtcl1,0.337422263,0.517783958,1.023713148,0.645388446,1.955280978,ENSMUSG00000052105
Gnpda1,23.01582412,19.61819979,17.53728039,19.90880039,5.503639383,ENSMUSG00000052102
Tasp1,1.687806607,1.969126554,4.038255691,2.009219586,4.275661215,ENSMUSG00000039033
Tsga13,0,0,0,0,0.087267719,ENSMUSG00000039032
Arhgap18,10.92118451,11.56472552,10.12824683,11.90308979,3.858525828,ENSMUSG00000039031
St6galnac5,0.636667738,0.069897597,1.783243082,0.327780116,12.63050899,ENSMUSG00000039037
Efhb,2.157236286,3.465660427,4.670184789,3.106217584,0.030007766,ENSMUSG00000023931
Crisp2,0.098760215,0.070834919,0,0,0,ENSMUSG00000023930
Cdc5l,18.99457044,17.6063527,18.35406461,18.55545573,37.03780313,ENSMUSG00000023932
Spats1,0.610123783,0.948205809,1.198218308,1.211370696,0.482005503,ENSMUSG00000023935
E330034G19Rik,0,0,0,0,0,ENSMUSG00000038925
Chuk,6.624821998,7.413409832,6.070093888,7.202647897,6.21898268,ENSMUSG00000025199
Erlin1,3.462316955,3.738166514,2.812383616,3.070700833,3.85879318,ENSMUSG00000025198
Tas2r110,0,0,0,0,0,ENSMUSG00000062952
Thbs1,12.39894484,31.46583119,179.776863,29.83852057,4.149008146,ENSMUSG00000040152
Wfdc13,0,0,0,0,0,ENSMUSG00000067704
